epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5191082954406738,0.0010000000474974513,1.0501443147659302,0.4933333396911621,0.7704882621765137
1,0.6666666865348816,0.0010000000474974513,0.654374361038208,0.75,0.5941658020019531
2,0.5509554147720337,0.0010000000474974513,0.6993021965026855,0.5199999809265137,0.7673711776733398
3,0.6000000238418579,0.0010000000474974513,0.6797486543655396,0.5,0.705468475818634
4,0.6496815085411072,0.0005000000237487257,0.6561944484710693,0.6000000238418579,0.7194786071777344
5,0.6000000238418579,0.0005000000237487257,0.7211532592773438,0.625,0.7985420823097229
6,0.6783439517021179,0.0002500000118743628,0.6038020253181458,0.6666666865348816,0.5069065690040588
7,0.7333333492279053,0.0002500000118743628,0.5765708684921265,0.875,0.5572668313980103
8,0.7420381903648376,0.0002500000118743628,0.5435930490493774,0.7599999904632568,0.5925474762916565
9,0.6000000238418579,0.0002500000118743628,0.7465028762817383,0.625,0.8625363707542419
10,0.7484076619148254,0.0001250000059371814,0.519729733467102,0.653333306312561,0.8120583891868591
11,0.7333333492279053,0.0001250000059371814,0.5469148755073547,0.875,0.36641088128089905
12,0.7834395170211792,6.25000029685907e-05,0.4550582468509674,0.7866666913032532,0.515448808670044
13,0.800000011920929,6.25000029685907e-05,0.45510515570640564,0.75,0.6460078954696655
14,0.7929936051368713,3.125000148429535e-05,0.45073822140693665,0.800000011920929,0.44376352429389954
15,0.9333333373069763,3.125000148429535e-05,0.24766525626182556,0.625,0.6641221642494202
16,0.8063492178916931,1.5625000742147677e-05,0.4246717691421509,0.800000011920929,0.42706018686294556
17,0.7857142686843872,1.5625000742147677e-05,0.34795060753822327,0.625,0.6621971130371094
18,0.8025477528572083,9.999999747378752e-06,0.42928075790405273,0.8133333325386047,0.3663022220134735
19,0.9333333373069763,9.999999747378752e-06,0.25797975063323975,0.375,1.0609248876571655
20,0.8152866363525391,9.999999747378752e-06,0.38455167412757874,0.800000011920929,0.41027018427848816
21,0.6666666865348816,9.999999747378752e-06,0.6132275462150574,0.625,0.48231950402259827
22,0.7898089289665222,9.999999747378752e-06,0.4173946976661682,0.8266666531562805,0.4172634780406952
23,1.0,9.999999747378752e-06,0.2259823977947235,0.875,0.3130989670753479
24,0.8184713125228882,9.999999747378752e-06,0.41392847895622253,0.800000011920929,0.4196011424064636
25,0.8666666746139526,9.999999747378752e-06,0.4036732614040375,0.875,0.2852547764778137
26,0.8280254602432251,9.999999747378752e-06,0.3838396370410919,0.8266666531562805,0.41032135486602783
27,0.800000011920929,9.999999747378752e-06,0.45897263288497925,0.75,0.3282822370529175
28,0.808917224407196,9.999999747378752e-06,0.40564170479774475,0.7733333110809326,0.4456966519355774
29,0.9333333373069763,9.999999747378752e-06,0.21815437078475952,1.0,0.36085402965545654
30,0.7993630766868591,9.999999747378752e-06,0.4166598618030548,0.8399999737739563,0.39337244629859924
31,0.9333333373069763,9.999999747378752e-06,0.2627955675125122,0.625,0.7409690618515015
32,0.8216560482978821,9.999999747378752e-06,0.3841402232646942,0.800000011920929,0.4010319411754608
33,0.8666666746139526,9.999999747378752e-06,0.3127693831920624,0.875,0.3451891839504242
34,0.8253968358039856,9.999999747378752e-06,0.3791827857494354,0.8266666531562805,0.38557374477386475
35,1.0,9.999999747378752e-06,0.15288233757019043,0.875,0.3543919324874878
