epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6531791687011719,0.0010000000474974513,0.9529789686203003,0.6222222447395325,0.7905920147895813
1,0.5333333611488342,0.0010000000474974513,0.6612876057624817,0.6666666865348816,0.9623629450798035
2,0.913294792175293,0.0010000000474974513,0.34686389565467834,0.800000011920929,0.7365754246711731
3,0.9333333373069763,0.0010000000474974513,0.1542644202709198,1.0,0.0050078583881258965
4,0.913294792175293,0.0010000000474974513,0.32654210925102234,0.8444444537162781,0.5133547186851501
5,0.9333333373069763,0.0010000000474974513,0.1906215250492096,1.0,0.030035875737667084
6,0.9306358098983765,0.0005000000237487257,0.21024759113788605,0.8666666746139526,0.7331635355949402
7,1.0,0.0005000000237487257,0.08278705924749374,0.6666666865348816,1.5608258247375488
8,0.9653179049491882,0.0002500000118743628,0.09487949311733246,0.8444444537162781,1.296980619430542
9,0.8666666746139526,0.0002500000118743628,0.19467328488826752,1.0,2.9007131161051802e-05
10,0.949999988079071,0.0001250000059371814,0.12910562753677368,0.8444444537162781,1.197401762008667
11,0.875,0.0001250000059371814,0.36704427003860474,1.0,2.376209886278957e-05
12,0.9942196607589722,6.25000029685907e-05,0.046010877937078476,0.8444444537162781,1.0422179698944092
13,0.9333333373069763,6.25000029685907e-05,0.2602347135543823,1.0,0.006082240492105484
14,0.9833333492279053,3.125000148429535e-05,0.07648036628961563,0.8888888955116272,0.6580906510353088
15,1.0,3.125000148429535e-05,0.013184549286961555,0.3333333432674408,3.821603775024414
16,0.9942196607589722,1.5625000742147677e-05,0.0491267628967762,0.8444444537162781,0.7933779954910278
17,0.9333333373069763,1.5625000742147677e-05,0.062091805040836334,1.0,0.005150231532752514
18,0.9884393215179443,9.999999747378752e-06,0.05415257066488266,0.8444444537162781,0.6966648101806641
19,1.0,9.999999747378752e-06,0.02933124266564846,1.0,3.7629619328072295e-05
20,0.9826589822769165,9.999999747378752e-06,0.052740760147571564,0.8666666746139526,0.5290407538414001
21,1.0,9.999999747378752e-06,0.040470268577337265,0.6666666865348816,0.79878169298172
