epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.676300585269928,0.0010000000474974513,0.8799828290939331,0.6222222447395325,3.7943949699401855
1,0.6000000238418579,0.0010000000474974513,1.0326786041259766,0.6666666865348816,1.133755087852478
2,0.8554913401603699,0.0010000000474974513,0.3427370488643646,0.6222222447395325,3.191300392150879
3,1.0,0.0010000000474974513,0.06218462809920311,0.6666666865348816,1.31919527053833
4,0.8670520186424255,0.0005000000237487257,0.3920157849788666,0.6222222447395325,1.12517511844635
5,0.8666666746139526,0.0005000000237487257,0.3217661678791046,0.6666666865348816,0.7831255793571472
6,0.9364162087440491,0.0002500000118743628,0.19958306849002838,0.800000011920929,1.4183454513549805
7,0.9333333373069763,0.0002500000118743628,0.1422971785068512,1.0,0.00014002120587974787
8,0.9595375657081604,0.0002500000118743628,0.12428648769855499,0.8444444537162781,1.245329737663269
9,1.0,0.0002500000118743628,0.03789430111646652,1.0,0.002906474284827709
10,0.9768785834312439,0.0001250000059371814,0.07992599159479141,0.8666666746139526,1.3672376871109009
11,0.8666666746139526,0.0001250000059371814,0.5721948146820068,0.6666666865348816,2.8232839107513428
12,0.9595375657081604,6.25000029685907e-05,0.10995364189147949,0.8666666746139526,1.1866929531097412
13,1.0,6.25000029685907e-05,0.08911118656396866,0.6666666865348816,3.42634654045105
14,0.9826589822769165,3.125000148429535e-05,0.06754203140735626,0.8444444537162781,1.2611883878707886
15,1.0,3.125000148429535e-05,0.06309708952903748,1.0,0.0014857770875096321
16,0.9884393215179443,1.5625000742147677e-05,0.04443424567580223,0.8444444537162781,1.1337147951126099
17,1.0,1.5625000742147677e-05,0.00876258872449398,1.0,1.4344746887218207e-05
18,0.9833333492279053,9.999999747378752e-06,0.060029804706573486,0.8444444537162781,1.0045075416564941
19,1.0,9.999999747378752e-06,0.007745775394141674,1.0,1.4821576769463718e-05
20,0.9826589822769165,9.999999747378752e-06,0.06491744518280029,0.8666666746139526,0.7773808836936951
21,1.0,9.999999747378752e-06,0.0312751941382885,0.6666666865348816,1.0815303325653076
22,0.9942196607589722,9.999999747378752e-06,0.03956712409853935,0.8444444537162781,0.754655122756958
23,1.0,9.999999747378752e-06,0.01181249413639307,1.0,0.0017156038666144013
24,0.9942196607589722,9.999999747378752e-06,0.05000164732336998,0.8888888955116272,0.4029499590396881
25,1.0,9.999999747378752e-06,0.0117700956761837,0.3333333432674408,4.062793254852295
26,0.9884393215179443,9.999999747378752e-06,0.058216217905282974,0.8444444537162781,0.6024266481399536
27,1.0,9.999999747378752e-06,0.011657719500362873,1.0,0.003407120006158948
