epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5471124649047852,0.0010000000474974513,1.0420174598693848,0.5166666507720947,0.8657461404800415
1,0.0,0.0010000000474974513,0.0,0.5454545617103577,0.8476684093475342
2,0.5319148898124695,0.0010000000474974513,0.702442467212677,0.5083333253860474,0.8135147094726562
3,0.0,0.0010000000474974513,0.0,0.6363636255264282,0.6611935496330261
4,0.6231002807617188,0.0010000000474974513,0.6522089838981628,0.4833333194255829,0.6588718891143799
5,0.0,0.0010000000474974513,0.0,0.4545454680919647,0.6753518581390381
6,0.7051671743392944,0.0005000000237487257,0.6166490316390991,0.7250000238418579,0.5172715187072754
7,0.0,0.0005000000237487257,0.0,0.7272727489471436,0.5100154280662537
8,0.7264437675476074,0.0005000000237487257,0.5684922337532043,0.5583333373069763,0.7875856161117554
9,0.0,0.0005000000237487257,0.0,0.6363636255264282,0.7901915907859802
10,0.7507598996162415,0.0002500000118743628,0.5065858364105225,0.6499999761581421,0.7313253879547119
11,0.0,0.0002500000118743628,0.0,0.4545454680919647,1.1145309209823608
12,0.7659574747085571,0.0001250000059371814,0.4781617522239685,0.75,0.5651771426200867
13,0.0,0.0001250000059371814,0.0,0.3636363744735718,1.27681303024292
14,0.781154990196228,0.0001250000059371814,0.44740572571754456,0.7583333253860474,0.5361366271972656
15,0.0,0.0001250000059371814,0.0,0.5454545617103577,0.8676912188529968
16,0.7659574747085571,0.0001250000059371814,0.4778709411621094,0.7250000238418579,0.5723259449005127
17,0.0,6.25000029685907e-05,0.0,0.8181818127632141,0.4440392255783081
18,0.7720364928245544,6.25000029685907e-05,0.4608924090862274,0.7583333253860474,0.5033759474754333
19,0.0,6.25000029685907e-05,0.0,0.9090909361839294,0.2977408170700073
20,0.7750759720802307,6.25000029685907e-05,0.455894410610199,0.7666666507720947,0.4711112380027771
21,0.0,6.25000029685907e-05,0.0,0.8181818127632141,0.38972795009613037
22,0.7841945290565491,3.125000148429535e-05,0.42979028820991516,0.7749999761581421,0.44486135244369507
23,0.0,3.125000148429535e-05,0.0,0.7272727489471436,0.46290624141693115
24,0.7781155109405518,1.5625000742147677e-05,0.44617584347724915,0.7833333611488342,0.41404253244400024
25,0.0,1.5625000742147677e-05,0.0,0.6363636255264282,0.6777172684669495
26,0.7872340679168701,9.999999747378752e-06,0.4348002076148987,0.7749999761581421,0.4134689271450043
27,0.0,9.999999747378752e-06,0.0,0.7272727489471436,0.5606188178062439
28,0.7933130860328674,9.999999747378752e-06,0.4281761348247528,0.824999988079071,0.3855742812156677
29,0.0,9.999999747378752e-06,0.0,0.3636363744735718,0.753139317035675
